date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:26:05	5666/5666	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2009%20Oct%202023%2013:01:33%20GMT	https://www.liberaracesso.com/wp-content/plugins/pro-elements/assets/js/webpack-pro.runtime.min.js?ver=3.15.1	C:/Meus%20Sites/fortune%20tiger/www.liberaracesso.com/wp-content/plugins/pro-elements/assets/js/webpack-pro.runtime.min5829.js	(from https://www.liberaracesso.com/tiger/?gclid=CjwKCAjw7c2pBhAZEiwA88pOF4wR3g6-ofvp9u4OdYL0QWflubRSLU6FablM9qzpKIVbcic4Ra85wRoCVFsQAvD_BwE)
01:26:05	4997/4997	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2017%20Oct%202023%2017:54:29%20GMT	https://www.liberaracesso.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.16.6	C:/Meus%20Sites/fortune%20tiger/www.liberaracesso.com/wp-content/plugins/elementor/assets/js/webpack.runtime.minf92b.js	(from https://www.liberaracesso.com/tiger/?gclid=CjwKCAjw7c2pBhAZEiwA88pOF4wR3g6-ofvp9u4OdYL0QWflubRSLU6FablM9qzpKIVbcic4Ra85wRoCVFsQAvD_BwE)
01:26:05	87482/87482	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2026%20May%202023%2020:03:36%20GMT	https://www.liberaracesso.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.0	C:/Meus%20Sites/fortune%20tiger/www.liberaracesso.com/wp-includes/js/jquery/jquery.min3088.js	(from https://www.liberaracesso.com/tiger/?gclid=CjwKCAjw7c2pBhAZEiwA88pOF4wR3g6-ofvp9u4OdYL0QWflubRSLU6FablM9qzpKIVbcic4Ra85wRoCVFsQAvD_BwE)
01:26:06	13577/13577	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2009%20Jun%202023%2014:19:24%20GMT	https://www.liberaracesso.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Meus%20Sites/fortune%20tiger/www.liberaracesso.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://www.liberaracesso.com/tiger/?gclid=CjwKCAjw7c2pBhAZEiwA88pOF4wR3g6-ofvp9u4OdYL0QWflubRSLU6FablM9qzpKIVbcic4Ra85wRoCVFsQAvD_BwE)
01:26:06	58860/58860	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2017%20Oct%202023%2017:54:29%20GMT	https://www.liberaracesso.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.16.6	C:/Meus%20Sites/fortune%20tiger/www.liberaracesso.com/wp-content/plugins/elementor/assets/js/frontend-modules.minf92b.js	(from https://www.liberaracesso.com/tiger/?gclid=CjwKCAjw7c2pBhAZEiwA88pOF4wR3g6-ofvp9u4OdYL0QWflubRSLU6FablM9qzpKIVbcic4Ra85wRoCVFsQAvD_BwE)
01:26:06	8171/8171	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2018%20Jan%202023%2019:46:34%20GMT	https://www.liberaracesso.com/wp-includes/js/dist/vendor/wp-polyfill-inert.min.js?ver=3.1.2	C:/Meus%20Sites/fortune%20tiger/www.liberaracesso.com/wp-includes/js/dist/vendor/wp-polyfill-inert.min0226.js	(from https://www.liberaracesso.com/tiger/?gclid=CjwKCAjw7c2pBhAZEiwA88pOF4wR3g6-ofvp9u4OdYL0QWflubRSLU6FablM9qzpKIVbcic4Ra85wRoCVFsQAvD_BwE)
01:26:06	6607/6607	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2008%20Feb%202023%2000:26:38%20GMT	https://www.liberaracesso.com/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.11	C:/Meus%20Sites/fortune%20tiger/www.liberaracesso.com/wp-includes/js/dist/vendor/regenerator-runtime.min8fa4.js	(from https://www.liberaracesso.com/tiger/?gclid=CjwKCAjw7c2pBhAZEiwA88pOF4wR3g6-ofvp9u4OdYL0QWflubRSLU6FablM9qzpKIVbcic4Ra85wRoCVFsQAvD_BwE)
01:26:07	16146/16146	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2027%20Jun%202023%2022:54:20%20GMT	https://www.liberaracesso.com/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/Meus%20Sites/fortune%20tiger/www.liberaracesso.com/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://www.liberaracesso.com/tiger/?gclid=CjwKCAjw7c2pBhAZEiwA88pOF4wR3g6-ofvp9u4OdYL0QWflubRSLU6FablM9qzpKIVbcic4Ra85wRoCVFsQAvD_BwE)
01:26:07	4627/4627	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2027%20Jun%202023%2022:54:20%20GMT	https://www.liberaracesso.com/wp-includes/js/dist/hooks.min.js?ver=c6aec9a8d4e5a5d543a1	C:/Meus%20Sites/fortune%20tiger/www.liberaracesso.com/wp-includes/js/dist/hooks.min2ebd.js	(from https://www.liberaracesso.com/tiger/?gclid=CjwKCAjw7c2pBhAZEiwA88pOF4wR3g6-ofvp9u4OdYL0QWflubRSLU6FablM9qzpKIVbcic4Ra85wRoCVFsQAvD_BwE)
01:26:07	9445/9445	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2029%20Jun%202023%2004:38:46%20GMT	https://www.liberaracesso.com/wp-includes/js/dist/i18n.min.js?ver=7701b0c3857f914212ef	C:/Meus%20Sites/fortune%20tiger/www.liberaracesso.com/wp-includes/js/dist/i18n.minf92f.js	(from https://www.liberaracesso.com/tiger/?gclid=CjwKCAjw7c2pBhAZEiwA88pOF4wR3g6-ofvp9u4OdYL0QWflubRSLU6FablM9qzpKIVbcic4Ra85wRoCVFsQAvD_BwE)
01:26:07	24403/24403	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2009%20Oct%202023%2013:01:33%20GMT	https://www.liberaracesso.com/wp-content/plugins/pro-elements/assets/js/frontend.min.js?ver=3.15.1	C:/Meus%20Sites/fortune%20tiger/www.liberaracesso.com/wp-content/plugins/pro-elements/assets/js/frontend.min5829.js	(from https://www.liberaracesso.com/tiger/?gclid=CjwKCAjw7c2pBhAZEiwA88pOF4wR3g6-ofvp9u4OdYL0QWflubRSLU6FablM9qzpKIVbcic4Ra85wRoCVFsQAvD_BwE)
01:26:08	12198/12198	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2017%20Oct%202023%2017:54:29%20GMT	https://www.liberaracesso.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Meus%20Sites/fortune%20tiger/www.liberaracesso.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://www.liberaracesso.com/tiger/?gclid=CjwKCAjw7c2pBhAZEiwA88pOF4wR3g6-ofvp9u4OdYL0QWflubRSLU6FablM9qzpKIVbcic4Ra85wRoCVFsQAvD_BwE)
01:26:08	21438/21438	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2003%20Feb%202023%2001:06:32%20GMT	https://www.liberaracesso.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/Meus%20Sites/fortune%20tiger/www.liberaracesso.com/wp-includes/js/jquery/ui/core.min3f14.js	(from https://www.liberaracesso.com/tiger/?gclid=CjwKCAjw7c2pBhAZEiwA88pOF4wR3g6-ofvp9u4OdYL0QWflubRSLU6FablM9qzpKIVbcic4Ra85wRoCVFsQAvD_BwE)
01:26:08	40436/40436	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2017%20Oct%202023%2017:54:29%20GMT	https://www.liberaracesso.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.16.6	C:/Meus%20Sites/fortune%20tiger/www.liberaracesso.com/wp-content/plugins/elementor/assets/js/frontend.minf92b.js	(from https://www.liberaracesso.com/tiger/?gclid=CjwKCAjw7c2pBhAZEiwA88pOF4wR3g6-ofvp9u4OdYL0QWflubRSLU6FablM9qzpKIVbcic4Ra85wRoCVFsQAvD_BwE)
01:26:08	35398/35398	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2009%20Oct%202023%2013:01:33%20GMT	https://www.liberaracesso.com/wp-content/plugins/pro-elements/assets/js/elements-handlers.min.js?ver=3.15.1	C:/Meus%20Sites/fortune%20tiger/www.liberaracesso.com/wp-content/plugins/pro-elements/assets/js/elements-handlers.min5829.js	(from https://www.liberaracesso.com/tiger/?gclid=CjwKCAjw7c2pBhAZEiwA88pOF4wR3g6-ofvp9u4OdYL0QWflubRSLU6FablM9qzpKIVbcic4Ra85wRoCVFsQAvD_BwE)
01:26:09	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2022%20Oct%202023%2004:26:08%20GMT	https://www.liberaracesso.com/tiger/a	C:/Meus%20Sites/fortune%20tiger/www.liberaracesso.com/tiger/a	(from https://connect.facebook.net/en_US/fbevents.js)
01:26:10	42224/42224	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2022%20Oct%202023%2004:26:09%20GMT	https://www.liberaracesso.com/tiger/POST	C:/Meus%20Sites/fortune%20tiger/www.liberaracesso.com/tiger/POST	(from https://connect.facebook.net/en_US/fbevents.js)
01:26:11	42224/42224	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2022%20Oct%202023%2004:26:09%20GMT	https://www.liberaracesso.com/tiger/b.resolvedLink	C:/Meus%20Sites/fortune%20tiger/www.liberaracesso.com/tiger/b.resolvedLink	(from https://connect.facebook.net/en_US/fbevents.js)
01:26:11	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2022%20Oct%202023%2004:26:10%20GMT	https://www.liberaracesso.com/tiger/a	C:/Meus%20Sites/fortune%20tiger/www.liberaracesso.com/tiger/a	(from https://connect.facebook.net/en_US/fbevents.js)
01:26:12	42224/42224	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2022%20Oct%202023%2004:26:10%20GMT	https://www.liberaracesso.com/tiger/schema.org/	C:/Meus%20Sites/fortune%20tiger/www.liberaracesso.com/tiger/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
01:26:12	42224/42224	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2022%20Oct%202023%2004:26:11%20GMT	https://www.liberaracesso.com/signals/iwl.js	C:/Meus%20Sites/fortune%20tiger/www.liberaracesso.com/signals/iwl.js	(from https://connect.facebook.net/en_US/fbevents.js)
